Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2008 Australian Open F,W vsTsonga,1.03,1.29,41.5,4.1,12.7%,69.8%,5.1%,72.9%,31.9%,40.6%
2008 Australian Open R128,W vsBecker,1.08,1.77,28.8,2.0,9.8%,70.7%,5.3%,68.4%,52.4%,47.5%
2007 Masters Cup RR,L vsGasquet,0.82,0.57,39.6,2.1,3.7%,29.6%,0.0%,65.0%,38.7%,38.7%
2007 Masters Cup RR,L vsNadal,0.88,0.58,40.7,2.1,20.0%,62.9%,5.9%,55.9%,20.7%,33.3%
2007 Madrid SF,L vsNalbandian,0.97,0.67,51.6,2.4,9.5%,66.7%,10.3%,56.4%,25.0%,28.1%
2007 Vienna F,W vsWawrinka,0.94,1.94,43.4,2.2,4.2%,75.0%,0.0%,77.3%,56.7%,40.0%
2007 US Open F,L vsFederer,0.94,0.71,37.8,3.2,6.6%,70.5%,1.8%,56.4%,26.8%,28.0%
2007 US Open SF,W vsFerrer,1.15,1.53,29.8,2.8,12.5%,68.8%,4.7%,62.8%,38.8%,52.1%
2007 Canada F,W vsFederer,1.23,1.21,63.1,3.9,5.9%,72.5%,6.7%,57.8%,31.5%,36.2%
2007 Canada SF,W vsNadal,1.00,1.47,54.3,2.4,8.1%,64.9%,23.5%,82.4%,46.9%,31.0%
2007 Roland Garros SF,L vsNadal,1.02,0.64,30.6,2.3,4.1%,51.0%,2.2%,52.2%,31.1%,29.3%
2007 Rome QF,L vsNadal,1.00,0.56,42.5,2.1,0.0%,45.7%,3.1%,53.1%,25.0%,31.8%
2007 Miami F,W vsCanas,1.25,1.74,27.8,2.2,2.0%,76.0%,13.0%,63.0%,44.4%,39.4%
2007 Miami SF,W vsMurray,1.08,2.24,33.7,2.5,9.5%,66.7%,0.0%,76.2%,50.0%,68.2%
2007 Miami QF,W vsNadal,1.28,1.54,50.1,2.1,11.4%,62.9%,10.0%,73.3%,39.3%,38.5%
2007 Indian Wells F,L vsNadal,0.79,0.59,42.5,2.0,0.0%,55.6%,12.5%,66.7%,29.4%,29.0%
2007 Indian Wells SF,W vsMurray,1.29,2.35,35.1,2.1,4.5%,77.3%,10.0%,70.0%,52.0%,42.9%
2007 Dubai QF,L vsFederer,1.00,0.81,70.9,3.1,8.0%,54.0%,4.2%,66.7%,38.5%,25.0%
2007 Australian Open R16,L vsFederer,1.02,0.57,28.3,2.0,3.8%,51.9%,10.2%,59.2%,26.2%,23.7%
2007 Australian Open R128,W vsMassu,1.21,2.76,18.7,2.0,9.7%,83.9%,7.1%,64.3%,54.3%,61.8%
2006 Madrid R16,W vsMurray,1.28,1.26,52.4,11.9,4.3%,63.8%,2.3%,60.5%,24.4%,51.2%
2006 Metz F,W vsMelzer,1.07,1.31,49.6,7.5,20.8%,72.9%,0.0%,55.0%,44.7%,41.9%
2006 Davis Cup RR,L vsFederer,0.92,0.59,26.7,2.2,4.0%,52.0%,2.1%,51.1%,34.1%,27.5%
2006 Monte Carlo R64,L vsFederer,0.89,0.70,44.2,2.2,2.0%,61.2%,0.0%,55.6%,34.2%,30.3%
2006 Miami R64,L vsCoria,1.05,0.69,36.5,3.2,4.7%,44.2%,5.1%,51.3%,33.3%,36.0%
2005 US Open R128,W vsMonfils,1.38,0.99,58.5,3.6,2.2%,56.5%,1.1%,66.7%,25.3%,30.9%
2005 Australian Open R128,L vsSafin,1.34,0.50,24.6,2.1,3.0%,36.4%,0.0%,27.3%,25.9%,25.0%
