Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Madrid R16,W vsBautista Agut,54% (7/13),63% (5/8),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Madrid R32,W vsCoric,69% (9/13),60% (3/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Monte Carlo R32,L vsVesely,61% (11/18),75% (3/4),1/2,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2016 Miami F,W vsNishikori,88% (7/8),56% (5/9),2/4,1/3,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2016 Miami SF,W vsGoffin,67% (10/15),50% (2/4),2/3,1/1,80% (4/5),0/0,0/0,83% (5/6),33% (2/6)
2016 Miami QF,W vsBerdych,53% (8/15),40% (4/10),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2016 Miami R16,W vsThiem,45% (9/20),50% (3/6),2/6,1/4,93% (14/15),0/0,0/0,- (0/0),- (0/0)
2016 Miami R32,W vsSousa,54% (7/13),45% (5/11),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 Miami R64,W vsEdmund,73% (8/11),36% (4/11),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Indian Wells F,W vsRaonic,58% (7/12),45% (5/11),2/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Indian Wells SF,W vsNadal,100% (9/9),25% (3/12),2/7,1/6,50% (1/2),1/1,0/0,50% (3/6),67% (4/6)
2016 Indian Wells QF,W vsTsonga,67% (10/15),25% (2/8),2/5,1/3,0% (0/2),0/0,0/0,78% (7/9),78% (7/9)
2016 Indian Wells R16,W vsLopez,60% (9/15),50% (3/6),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Indian Wells R32,W vsKohlschreiber,45% (10/22),67% (4/6),2/7,1/5,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2016 Indian Wells R64,W vsFratangelo,60% (9/15),36% (5/14),2/2,1/1,57% (4/7),1/2,0/0,- (0/0),- (0/0)
2016 Davis Cup RR,W vsNedovyesov,86% (12/14),40% (6/15),3/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Dubai R16,W vsJaziri,89% (8/9),25% (4/16),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Dubai R32,W vsRobredo,89% (8/9),31% (4/13),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 Australian Open F,W vsMurray,61% (14/23),42% (5/12),3/7,1/3,67% (4/6),0/0,0/0,100% (5/5),40% (2/5)
2016 Australian Open SF,W vsFederer,64% (16/25),56% (5/9),3/6,1/1,75% (3/4),2/3,0/0,- (0/0),- (0/0)
2016 Australian Open QF,W vsNishikori,75% (12/16),55% (6/11),3/5,1/3,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2016 Australian Open R16,W vsSimon,61% (22/36),23% (6/26),3/8,1/3,78% (14/18),3/5,0/0,25% (1/4),0% (0/4)
2016 Australian Open R32,W vsSeppi,70% (16/23),50% (3/6),3/4,1/1,100% (3/3),2/2,0/0,71% (5/7),43% (3/7)
2016 Australian Open R64,W vsHalys,81% (13/16),45% (5/11),3/4,1/2,0% (0/1),0/0,0/0,100% (5/5),40% (2/5)
2016 Australian Open R128,W vsChung,76% (13/17),71% (5/7),3/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2016 Doha F,W vsNadal,80% (8/10),57% (4/7),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2016 Doha SF,W vsBerdych,100% (10/10),40% (2/5),2/3,1/2,75% (3/4),0/0,0/0,80% (4/5),60% (3/5)
2016 Doha QF,W vsMayer,73% (8/11),71% (5/7),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2016 Doha R16,W vsVerdasco,57% (8/14),50% (4/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2016 Doha R32,W vsBrown,78% (7/9),42% (5/12),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2015 Tour Finals F,W vsFederer,75% (9/12),33% (3/9),2/4,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2015 Tour Finals SF,W vsNadal,82% (9/11),60% (3/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Tour Finals RR,W vsNishikori,64% (7/11),56% (5/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Tour Finals RR,L vsFederer,50% (6/12),33% (1/3),0/0,0/0,50% (4/8),2/4,1/2,- (0/0),- (0/0)
2015 Tour Finals RR,W vsBerdych,50% (9/18),33% (4/12),2/4,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2015 Paris F,W vsMurray,80% (8/10),44% (4/9),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Paris SF,W vsWawrinka,71% (10/14),36% (5/14),2/4,1/3,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2015 Paris QF,W vsBerdych,57% (12/21),0% (0/1),2/4,1/2,100% (1/1),3/3,0/0,57% (8/14),64% (9/14)
2015 Paris R16,W vsSimon,60% (6/10),78% (7/9),2/3,1/1,50% (5/10),0/0,0/0,- (0/0),- (0/0)
2015 Paris R32,W vsBellucci,59% (10/17),50% (3/6),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2015 Shanghai F,W vsTsonga,100% (8/8),31% (4/13),2/6,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Shanghai SF,W vsMurray,88% (7/8),63% (5/8),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2015 Shanghai QF,W vsTomic,80% (8/10),36% (4/11),2/7,1/4,50% (1/2),0/0,0/0,71% (5/7),43% (3/7)
2015 Shanghai R16,W vsLopez,75% (9/12),20% (3/15),2/5,1/3,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Shanghai R32,W vsKlizan,64% (7/11),50% (5/10),2/4,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Beijing F,W vsNadal,57% (8/14),80% (4/5),2/4,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2015 Beijing SF,W vsFerrer,55% (6/11),75% (6/8),2/4,1/3,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2015 Beijing QF,W vsIsner,100% (8/8),80% (4/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Beijing R16,W vsZhang,89% (8/9),80% (4/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Beijing R32,W vsBolelli,70% (7/10),50% (5/10),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2015 US Open F,W vsFederer,61% (17/28),46% (6/13),3/4,1/1,83% (19/23),3/4,0/0,- (0/0),- (0/0)
2015 US Open SF,W vsCilic,77% (10/13),57% (8/14),3/6,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 US Open QF,W vsLopez,72% (18/25),38% (3/8),3/4,1/2,83% (5/6),1/2,0/0,100% (4/4),60% (3/5)
2015 US Open R16,W vsBautista Agut,60% (15/25),50% (7/14),3/3,1/1,50% (4/8),0/1,0/0,- (0/0),- (0/0)
2015 US Open R32,W vsSeppi,83% (15/18),42% (5/12),3/4,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2015 US Open R32,W vsSeppi,83% (15/18),42% (5/12),3/4,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2015 US Open R64,W vsHaider Maurer,72% (13/18),50% (5/10),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 US Open R64,W vsHaider Maurer,72% (13/18),50% (5/10),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 US Open R128,W vsSouza,85% (11/13),70% (7/10),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 US Open R128,W vsSouza,85% (11/13),70% (7/10),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Cincinnati F,L vsFederer,60% (9/15),- (0/0),0/0,0/0,88% (7/8),0/2,0/1,0% (0/4),25% (1/4)
2015 Cincinnati SF,W vsDolgopolov,63% (12/19),80% (4/5),2/4,1/3,63% (5/8),0/1,0/0,67% (4/6),50% (3/6)
2015 Cincinnati QF,W vsWawrinka,62% (8/13),100% (4/4),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Cincinnati R16,W vsGoffin,60% (9/15),71% (5/7),2/3,1/1,17% (1/6),0/1,0/0,- (0/0),- (0/0)
2015 Cincinnati R32,W vsPaire,89% (8/9),33% (5/15),2/10,1/2,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2015 Canada F,L vsMurray,53% (10/19),27% (3/11),1/2,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2015 Canada SF,W vsChardy,77% (10/13),40% (2/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Canada QF,W vsGulbis,86% (12/14),56% (5/9),2/5,1/1,50% (3/6),2/3,2/2,75% (6/8),38% (3/8)
2015 Canada R16,W vsSock,73% (8/11),67% (4/6),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2015 Canada R32,W vsBellucci,73% (11/15),14% (1/7),2/4,1/3,100% (5/5),0/0,0/0,67% (4/6),60% (3/5)
2015 Wimbledon F,W vsFederer,61% (20/33),40% (4/10),3/10,1/1,86% (6/7),3/4,0/0,67% (10/15),47% (7/15)
2015 Wimbledon SF,W vsGasquet,79% (15/19),38% (3/8),3/5,1/3,75% (3/4),0/0,0/0,80% (4/5),75% (3/4)
2015 Wimbledon QF,W vsCilic,65% (15/23),60% (3/5),3/7,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R16,W vsAnderson,70% (26/37),63% (5/8),3/4,1/1,88% (7/8),3/5,0/0,57% (8/14),29% (4/14)
2015 Wimbledon R32,W vsTomic,67% (14/21),31% (4/13),3/5,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R32,W vsTomic,67% (14/21),31% (4/13),3/5,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R64,W vsNieminen,81% (13/16),36% (5/14),3/5,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R64,W vsNieminen,81% (13/16),36% (5/14),3/5,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R128,W vsKohlschreiber,76% (13/17),42% (5/12),3/3,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2015 Wimbledon R128,W vsKohlschreiber,76% (13/17),42% (5/12),3/3,1/1,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros F,L vsWawrinka,79% (15/19),20% (2/10),1/3,0/0,73% (11/15),1/4,1/2,- (0/0),- (0/0)
2015 Roland Garros SF,W vsMurray,65% (22/34),32% (6/19),3/4,1/2,25% (1/4),1/3,0/0,- (0/0),- (0/0)
2015 Roland Garros QF,W vsNadal,60% (12/20),39% (7/18),3/11,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R16,W vsGasquet,79% (11/14),30% (7/23),3/3,1/1,89% (8/9),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R32,W vsKokkinakis,71% (15/21),38% (3/8),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R32,W vsKokkinakis,71% (15/21),38% (3/8),3/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R64,W vsMuller,72% (13/18),42% (5/12),3/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R64,W vsMuller,72% (13/18),42% (5/12),3/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R128,W vsNieminen,68% (13/19),46% (6/13),3/6,1/4,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2015 Roland Garros R128,W vsNieminen,68% (13/19),46% (6/13),3/6,1/4,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2015 Rome F,W vsFederer,71% (10/14),40% (2/5),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2015 Rome SF,W vsFerrer,59% (10/17),40% (2/5),2/5,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Rome QF,W vsNishikori,80% (12/15),50% (3/6),2/2,1/1,67% (2/3),0/1,0/0,- (0/0),- (0/0)
2015 Monte Carlo F,W vsBerdych,71% (12/17),36% (5/14),2/5,1/2,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2015 Monte Carlo SF,W vsNadal,57% (8/14),40% (4/10),2/5,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2015 Miami F,W vsMurray,65% (11/17),29% (5/17),2/2,1/1,50% (3/6),0/1,0/0,60% (3/5),80% (4/5)
2015 Miami SF,W vsIsner,63% (10/16),50% (2/4),2/3,1/1,- (0/0),0/0,0/0,80% (4/5),60% (3/5)
2015 Indian Wells F,W vsFederer,76% (13/17),38% (5/13),2/3,1/2,80% (8/10),0/1,0/0,50% (3/6),33% (2/6)
2015 Indian Wells SF,W vsMurray,53% (8/15),67% (4/6),2/5,1/4,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2015 Indian Wells R32,W vsRamos,60% (9/15),44% (4/9),2/3,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2015 Dubai F,L vsFederer,57% (8/14),0% (0/7),0/2,0/0,0% (0/2),2/4,1/2,- (0/0),- (0/0)
2015 Dubai QF,W vsIlhan,88% (7/8),71% (5/7),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Australian Open F,W vsMurray,60% (15/25),56% (9/16),3/4,1/2,58% (7/12),3/4,0/0,58% (7/12),36% (4/11)
2015 Australian Open SF,W vsWawrinka,67% (18/27),41% (7/17),3/5,1/1,38% (3/8),0/2,0/0,100% (4/4),75% (3/4)
2015 Australian Open QF,W vsRaonic,79% (15/19),27% (3/11),3/6,1/2,- (0/0),0/0,0/0,83% (5/6),33% (2/6)
2015 Australian Open R16,W vsMuller,85% (17/20),27% (3/11),3/4,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2015 Australian Open R32,W vsVerdasco,84% (16/19),14% (2/14),3/9,1/1,100% (3/3),0/0,0/0,67% (6/9),44% (4/9)
2015 Australian Open R32,W vsVerdasco,84% (16/19),14% (2/14),3/9,1/1,100% (3/3),0/0,0/0,67% (6/9),44% (4/9)
2015 Australian Open R64,W vsKuznetsov,73% (11/15),54% (7/13),3/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2015 Australian Open R128,W vsBedene,70% (14/20),50% (4/8),3/4,1/1,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2015 Doha R32,W vsLajovic,88% (7/8),83% (5/6),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2014 Tour Finals SF,W vsNishikori,82% (9/11),67% (6/9),2/3,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2014 Tour Finals RR,W vsBerdych,100% (8/8),67% (4/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Tour Finals RR,W vsCilic,67% (6/9),67% (6/9),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2014 Paris F,W vsRaonic,75% (9/12),33% (3/9),2/4,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2014 Paris SF,W vsNishikori,100% (8/8),57% (4/7),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2014 Paris QF,W vsMurray,69% (9/13),31% (4/13),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2014 Paris R16,W vsMonfils,71% (10/14),33% (2/6),2/2,1/1,67% (2/3),0/0,0/0,75% (3/4),80% (4/5)
2014 Shanghai SF,L vsFederer,53% (8/15),0% (0/1),0/0,0/0,80% (8/10),2/4,2/3,- (0/0),- (0/0)
2014 Shanghai R32,W vsThiem,91% (10/11),25% (2/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2014 Beijing F,W vsBerdych,50% (6/12),75% (6/8),2/5,1/4,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2014 Beijing SF,W vsMurray,75% (9/12),50% (3/6),2/3,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2014 US Open SF,L vsNishikori,79% (15/19),31% (4/13),1/1,0/0,29% (2/7),1/4,1/2,17% (1/6),60% (3/5)
2014 US Open QF,W vsMurray,59% (17/29),70% (7/10),3/4,1/1,75% (12/16),1/2,0/0,38% (3/8),63% (5/8)
2014 US Open R16,W vsKohlschreiber,83% (15/18),44% (4/9),3/4,1/2,100% (2/2),1/1,0/0,- (0/0),- (0/0)
2014 US Open R32,W vsQuerrey,73% (11/15),58% (7/12),3/4,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2014 US Open R64,W vsMathieu,85% (11/13),58% (7/12),3/4,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2014 US Open R128,W vsSchwartzman,65% (11/17),58% (7/12),3/4,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2014 Cincinnati R16,L vsRobredo,91% (10/11),100% (1/1),0/0,0/0,67% (4/6),5/7,2/3,43% (3/7),43% (3/7)
2014 Cincinnati R32,W vsSimon,60% (12/20),40% (4/10),2/6,1/2,40% (2/5),1/2,0/0,- (0/0),- (0/0)
2014 Canada R16,L vsTsonga,40% (4/10),0% (0/1),0/0,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2014 Wimbledon F,W vsFederer,68% (25/37),27% (4/15),3/6,1/2,57% (4/7),0/2,0/0,71% (10/14),31% (4/13)
2014 Wimbledon SF,W vsDimitrov,69% (18/26),50% (3/6),3/4,1/2,73% (8/11),5/6,0/0,77% (10/13),50% (6/12)
2014 Wimbledon QF,W vsCilic,67% (20/30),37% (7/19),3/3,1/1,50% (2/4),0/2,0/0,40% (2/5),33% (2/6)
2014 Wimbledon R16,W vsTsonga,62% (16/26),22% (2/9),3/8,1/1,100% (2/2),0/0,0/0,100% (6/6),17% (1/6)
2014 Wimbledon R32,W vsSimon,73% (11/15),50% (7/14),3/3,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2014 Wimbledon R32,W vsSimon,73% (11/15),50% (7/14),3/3,1/1,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2014 Wimbledon R64,W vsStepanek,67% (22/33),29% (2/7),3/6,1/1,100% (5/5),0/1,0/0,50% (6/12),50% (6/12)
2014 Wimbledon R64,W vsStepanek,69% (22/32),29% (2/7),3/6,1/1,100% (5/5),0/1,0/0,50% (6/12),50% (6/12)
2014 Wimbledon R128,W vsGolubev,75% (12/16),43% (6/14),3/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Wimbledon R128,W vsGolubev,75% (12/16),40% (6/15),3/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Roland Garros F,L vsNadal,64% (14/22),33% (3/9),1/1,0/0,40% (4/10),0/3,0/1,- (0/0),- (0/0)
2014 Roland Garros SF,W vsGulbis,62% (16/26),50% (5/10),3/7,1/1,71% (5/7),0/1,0/0,- (0/0),- (0/0)
2014 Roland Garros QF,W vsRaonic,80% (16/20),33% (3/9),3/5,1/1,50% (1/2),0/0,0/0,83% (5/6),33% (2/6)
2014 Roland Garros R16,W vsTsonga,73% (11/15),78% (7/9),3/4,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2014 Roland Garros R32,W vsCilic,52% (17/33),32% (7/22),3/6,1/1,73% (8/11),1/2,0/0,50% (2/4),0% (0/5)
2014 Roland Garros R64,W vsChardy,100% (11/11),78% (7/9),3/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2014 Roland Garros R64,W vsChardy,100% (11/11),78% (7/9),3/3,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2014 Roland Garros R128,W vsSousa,63% (10/16),53% (8/15),3/5,1/2,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2014 Roland Garros R128,W vsSousa,63% (10/16),53% (8/15),3/5,1/2,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2014 Rome F,W vsNadal,63% (10/16),43% (6/14),2/3,1/2,33% (2/6),0/1,0/0,- (0/0),- (0/0)
2014 Rome SF,W vsRaonic,65% (15/23),30% (3/10),2/3,1/2,88% (7/8),3/4,0/0,64% (7/11),42% (5/12)
2014 Rome QF,W vsFerrer,72% (13/18),40% (4/10),2/4,1/2,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2014 Rome R16,W vsKohlschreiber,77% (10/13),60% (6/10),2/4,1/2,25% (1/4),2/3,0/0,- (0/0),- (0/0)
2014 Rome R32,W vsStepanek,57% (8/14),45% (5/11),2/5,1/2,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2014 Monte Carlo SF,L vsFederer,64% (7/11),0% (0/2),0/2,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
2014 Monte Carlo QF,W vsGarcia Lopez,48% (11/23),45% (5/11),2/5,1/3,60% (3/5),3/4,0/0,- (0/0),- (0/0)
2014 Monte Carlo R16,W vsCarreno Busta,100% (7/7),71% (5/7),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Monte Carlo R32,W vsMontanes,70% (7/10),42% (5/12),2/4,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2014 Miami F,W vsNadal,75% (9/12),75% (3/4),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2014 Miami QF,W vsMurray,71% (10/14),50% (3/6),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2014 Miami R16,W vsRobredo,65% (11/17),100% (2/2),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2014 Miami R64,W vsChardy,60% (9/15),100% (3/3),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2014 Indian Wells F,W vsFederer,62% (13/21),33% (2/6),2/3,1/2,33% (1/3),0/1,0/0,80% (4/5),60% (3/5)
2014 Indian Wells SF,W vsIsner,78% (14/18),42% (5/12),2/2,1/1,67% (4/6),4/5,0/0,25% (1/4),20% (1/5)
2014 Indian Wells QF,W vsBenneteau,73% (8/11),27% (4/15),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Indian Wells R16,W vsCilic,77% (10/13),43% (3/7),2/2,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
2014 Indian Wells R32,W vsGonzalez,69% (11/16),33% (4/12),2/4,1/1,0% (0/1),1/2,0/0,- (0/0),- (0/0)
2014 Indian Wells R64,W vsHanescu,59% (10/17),40% (2/5),2/5,1/4,100% (5/5),2/2,0/0,100% (4/4),75% (3/4)
2014 Dubai SF,L vsFederer,50% (10/20),17% (1/6),1/3,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2014 Dubai R16,W vsBautista Agut,50% (7/14),63% (5/8),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2014 Dubai R32,W vsIstomin,50% (9/18),25% (3/12),2/4,1/2,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2014 Australian Open QF,L vsWawrinka,72% (21/29),57% (4/7),2/3,0/0,50% (5/10),0/3,0/1,- (0/0),- (0/0)
2014 Australian Open R16,W vsFognini,80% (12/15),27% (6/22),3/4,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Australian Open R32,W vsIstomin,82% (14/17),63% (5/8),3/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2014 Australian Open R64,W vsMayer,72% (13/18),83% (5/6),3/6,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Australian Open R64,W vsMayer,72% (13/18),83% (5/6),3/6,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2014 Australian Open R128,W vsLacko,88% (14/16),50% (4/8),3/4,1/1,67% (2/3),0/0,0/0,100% (4/4),60% (3/5)
2014 Australian Open R128,W vsLacko,88% (14/16),50% (4/8),3/4,1/1,67% (2/3),0/0,0/0,100% (4/4),60% (3/5)
2013 Davis Cup RR,W vsStepanek,88% (14/16),83% (5/6),3/3,1/1,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2013 Davis Cup RR,W vsBerdych,88% (15/17),25% (3/12),3/6,1/1,100% (2/2),0/0,0/0,67% (4/6),50% (3/6)
2013 Tour Finals F,W vsNadal,60% (9/15),27% (3/11),2/4,1/3,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2013 Tour Finals SF,W vsWawrinka,89% (8/9),40% (4/10),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2013 Tour Finals RR,W vsGasquet,61% (14/23),40% (2/5),2/4,1/2,33% (1/3),0/1,0/0,83% (5/6),33% (2/6)
2013 Tour Finals RR,W vsFederer,52% (13/25),45% (5/11),2/3,1/1,60% (3/5),1/2,0/0,20% (1/5),25% (1/4)
2013 Paris F,W vsFerrer,83% (10/12),50% (4/8),2/3,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2013 Paris SF,W vsFederer,60% (12/20),40% (4/10),2/3,1/1,60% (3/5),1/2,0/0,- (0/0),- (0/0)
2013 Paris QF,W vsWawrinka,69% (9/13),38% (3/8),2/2,1/1,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2013 Paris R16,W vsIsner,70% (14/20),25% (4/16),2/2,1/1,- (0/0),2/3,0/0,50% (3/6),33% (2/6)
2013 Paris R32,W vsHerbert,100% (10/10),29% (2/7),2/5,1/3,67% (2/3),2/2,0/0,100% (5/5),40% (2/5)
2013 Shanghai F,W vsdel Potro,68% (13/19),17% (2/12),2/6,1/3,75% (3/4),0/1,0/0,80% (4/5),60% (3/5)
2013 Shanghai SF,W vsTsonga,57% (8/14),50% (5/10),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2013 Shanghai QF,W vsMonfils,72% (13/18),63% (5/8),2/4,1/2,50% (2/4),0/1,0/0,80% (4/5),0% (0/6)
2013 Shanghai R16,W vsFognini,69% (9/13),50% (3/6),2/5,1/3,- (0/0),0/0,0/0,- (0/0),- (0/0)
2013 Shanghai R32,W vsGranollers,58% (7/12),50% (5/10),2/4,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2013 Beijing F,W vsNadal,91% (10/11),50% (2/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2013 Beijing SF,W vsGasquet,62% (8/13),40% (4/10),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2013 Beijing QF,W vsQuerrey,89% (8/9),33% (4/12),2/5,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2013 Beijing R16,W vsVerdasco,65% (11/17),36% (4/11),2/4,1/2,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2013 Beijing R32,W vsRosol,100% (8/8),50% (4/8),2/4,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2013 Davis Cup RR,W vsPospisil,80% (12/15),43% (6/14),3/5,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2013 US Open F,L vsNadal,67% (10/15),27% (3/11),1/1,0/0,42% (5/12),0/3,0/1,- (0/0),- (0/0)
