Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2011 Cincinnati R32,W vsHarrison,63% (5/8),100% (5/5),2/2,22% (2/9),0% (0/2),3/4,1/1,0/0,1/1,0/0
2011 Canada F,W vsFish,38% (5/13),60% (3/5),0/1,36% (5/14),60% (3/5),2/2,1/1,0/1,1/1,0/0
2011 Canada QF,W vsMonfils,71% (5/7),80% (4/5),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,1/1,0/0
2011 Canada R16,W vsCilic,40% (4/10),75% (3/4),0/0,10% (1/10),100% (1/1),1/1,0/0,0/0,0/0,0/0
2011 Wimbledon F,W vsNadal,31% (5/16),100% (5/5),0/3,24% (4/17),25% (1/4),3/4,2/2,0/0,1/1,0/0
2011 Wimbledon SF,W vsTsonga,40% (8/20),75% (6/8),0/2,14% (3/21),0% (0/3),5/6,2/3,2/2,1/2,0/0
2011 Wimbledon QF,W vsTomic,42% (8/19),75% (6/8),0/3,21% (4/19),25% (1/4),6/6,3/3,2/2,1/1,0/0
2011 Wimbledon R16,W vsLlodra,46% (6/13),67% (4/6),0/0,0% (0/14),- (0/0),3/3,2/2,0/0,1/1,0/0
2011 Wimbledon R32,W vsBaghdatis,26% (5/19),60% (3/5),0/1,15% (3/20),67% (2/3),2/2,2/2,1/1,1/1,0/0
2011 Wimbledon R64,W vsAnderson,54% (7/13),71% (5/7),0/1,21% (3/14),67% (2/3),5/5,3/4,0/0,1/1,0/0
2011 Wimbledon R128,W vsChardy,67% (8/12),75% (6/8),0/0,8% (1/12),100% (1/1),5/5,2/2,0/0,1/1,0/0
2011 Roland Garros SF,L vsFederer,43% (9/21),44% (4/9),1/4,38% (8/21),50% (4/8),2/4,1/2,2/2,0/0,1/1
2011 Roland Garros R16,W vsGasquet,36% (5/14),80% (4/5),0/0,7% (1/14),100% (1/1),4/4,3/3,0/0,1/1,0/0
2011 Roland Garros R32,W vsdel Potro,53% (9/17),56% (5/9),1/2,22% (4/18),50% (2/4),4/5,3/3,1/1,1/1,0/0
2011 Roland Garros R128,W vsDe Bakker,58% (7/12),86% (6/7),0/0,8% (1/12),100% (1/1),4/4,1/1,0/0,0/0,0/0
2011 Rome F,W vsNadal,50% (5/10),80% (4/5),1/2,20% (2/10),0% (0/2),0/2,0/1,0/0,0/0,0/0
2011 Rome SF,W vsMurray,50% (7/14),86% (6/7),3/5,43% (6/14),17% (1/6),3/6,1/1,1/1,0/0,0/0
2011 Madrid F,W vsNadal,64% (7/11),71% (5/7),1/3,36% (4/11),25% (1/4),2/3,0/1,0/0,0/0,0/0
2011 Madrid SF,W vsBellucci,38% (5/13),80% (4/5),0/2,21% (3/14),33% (1/3),3/3,1/1,1/1,1/1,0/0
2011 Miami F,W vsNadal,33% (5/15),40% (2/5),0/2,19% (3/16),33% (1/3),2/2,1/1,4/4,0/0,2/2
2011 Miami SF,W vsFish,50% (4/8),100% (4/4),0/0,50% (4/8),100% (4/4),3/3,1/1,0/0,0/0,0/0
2011 Indian Wells F,W vsNadal,38% (5/13),100% (5/5),2/3,29% (4/14),25% (1/4),3/5,2/2,1/1,1/1,0/0
2011 Indian Wells SF,W vsFederer,38% (5/13),100% (5/5),1/2,46% (6/13),50% (3/6),4/4,1/1,0/1,1/1,0/0
2011 Indian Wells QF,W vsGasquet,67% (6/9),83% (5/6),1/2,22% (2/9),0% (0/2),5/5,2/2,0/0,1/1,0/0
2011 Dubai F,W vsFederer,56% (5/9),80% (4/5),0/1,11% (1/9),0% (0/1),3/3,1/1,0/0,1/1,0/0
2011 Australian Open F,W vsMurray,77% (10/13),70% (7/10),2/3,21% (3/14),0% (0/3),4/5,1/2,0/0,1/1,0/0
2011 Australian Open SF,W vsFederer,35% (6/17),83% (5/6),1/3,29% (5/17),40% (2/5),4/5,2/2,2/2,1/1,0/0
2011 Australian Open QF,W vsBerdych,50% (6/12),83% (5/6),0/1,7% (1/14),0% (0/1),5/5,2/2,2/2,1/1,0/0
2011 Australian Open R16,W vsAlmagro,67% (8/12),63% (5/8),0/0,15% (2/13),100% (2/2),5/5,3/3,0/0,1/1,0/0
2011 Australian Open R64,W vsDodig,53% (10/19),70% (7/10),0/1,21% (4/19),75% (3/4),5/6,2/3,0/0,1/1,0/0
2011 Australian Open R128,W vsGranollers,73% (8/11),88% (7/8),1/1,8% (1/12),0% (0/1),6/6,2/2,0/0,1/1,0/0
2010 Tour Finals SF,L vsFederer,11% (1/9),100% (1/1),0/4,63% (5/8),20% (1/5),1/1,0/0,0/0,0/0,0/0
2010 Tour Finals RR,L vsNadal,30% (3/10),33% (1/3),1/4,50% (5/10),20% (1/5),1/1,0/0,1/1,0/0,1/1
2010 Tour Finals RR,W vsRoddick,38% (3/8),100% (3/3),0/0,11% (1/9),100% (1/1),2/2,1/1,0/0,1/1,0/0
2010 Tour Finals RR,W vsBerdych,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2010 Basel F,L vsFederer,31% (4/13),25% (1/4),0/3,38% (5/13),40% (2/5),1/1,1/1,1/1,0/0,0/0
2010 Shanghai SF,L vsFederer,18% (2/11),50% (1/2),1/3,27% (3/11),0% (0/3),1/1,0/0,1/1,0/0,1/1
2010 Beijing F,W vsFerrer,44% (4/9),100% (4/4),0/1,11% (1/9),0% (0/1),2/2,0/0,0/0,0/0,0/0
2010 US Open F,L vsNadal,20% (4/20),75% (3/4),0/6,45% (9/20),33% (3/9),1/2,0/0,3/3,0/0,1/1
2010 US Open SF,W vsFederer,28% (7/25),86% (6/7),0/2,23% (6/26),50% (3/6),5/6,3/3,2/3,1/1,1/1
2010 US Open QF,W vsMonfils,57% (8/14),88% (7/8),1/2,46% (6/13),67% (4/6),4/5,0/0,0/0,0/0,0/0
2010 Cincinnati QF,L vsRoddick,18% (2/11),50% (1/2),0/3,45% (5/11),40% (2/5),0/1,0/0,2/2,0/0,1/1
2010 Canada SF,L vsFederer,36% (5/14),60% (3/5),0/4,50% (7/14),29% (2/7),3/3,1/1,1/2,0/0,1/2
2010 Wimbledon SF,L vsBerdych,13% (2/16),50% (1/2),1/3,36% (5/14),40% (2/5),0/0,0/0,1/1,0/0,0/0
2010 Wimbledon R128,W vsRochus,64% (14/22),64% (9/14),4/6,43% (10/23),30% (3/10),7/8,2/3,1/2,1/1,0/0
2010 Monte Carlo SF,L vsVerdasco,25% (2/8),50% (1/2),1/5,88% (7/8),29% (2/7),0/1,0/0,0/0,0/0,0/0
2010 Dubai F,W vsYouzhny,56% (9/16),78% (7/9),2/6,47% (8/17),25% (2/8),4/6,1/2,0/0,1/1,0/0
2010 Australian Open QF,L vsTsonga,35% (8/23),75% (6/8),0/7,38% (9/24),11% (1/9),5/6,1/2,4/5,0/0,0/1
2009 Tour Finals RR,W vsDavydenko,33% (5/15),60% (3/5),1/2,31% (5/16),40% (2/5),3/3,2/3,0/1,1/2,0/0
2009 Tour Finals RR,W vsNadal,40% (4/10),75% (3/4),1/2,36% (4/11),50% (2/4),2/3,1/1,2/2,1/1,0/0
2009 Tour Finals RR,L vsSoderling,11% (1/9),0% (0/1),0/2,40% (4/10),25% (1/4),0/0,0/0,2/3,0/0,0/1
2009 Paris F,W vsMonfils,31% (5/16),100% (5/5),1/4,38% (6/16),33% (2/6),3/4,0/0,0/0,0/0,0/0
2009 Paris SF,W vsNadal,38% (3/8),100% (3/3),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2009 Shanghai SF,L vsDavydenko,19% (3/16),33% (1/3),0/1,38% (6/16),83% (5/6),0/0,0/0,1/1,0/0,0/0
2009 Beijing F,W vsCilic,50% (5/10),100% (5/5),2/3,50% (5/10),40% (2/5),2/3,0/0,0/0,0/0,0/0
2009 US Open SF,L vsFederer,11% (2/18),50% (1/2),0/1,33% (6/18),50% (3/6),0/1,0/0,2/4,0/0,1/2
2009 Cincinnati F,L vsFederer,20% (2/10),50% (1/2),0/4,56% (5/9),20% (1/5),1/1,0/0,1/1,0/0,0/0
2009 Cincinnati SF,W vsNadal,50% (4/8),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2009 Wimbledon QF,L vsHaas,9% (2/22),100% (2/2),1/3,14% (3/21),0% (0/3),1/1,1/1,1/1,0/0,1/1
2009 Madrid SF,L vsNadal,38% (6/16),33% (2/6),0/1,12% (2/17),50% (1/2),1/2,1/1,2/2,0/0,0/0
2009 Belgrade F,W vsKubot,40% (4/10),100% (4/4),0/3,36% (4/11),25% (1/4),2/4,1/2,3/3,0/0,0/0
2009 Rome F,L vsNadal,30% (3/10),67% (2/3),1/3,50% (5/10),20% (1/5),0/1,0/0,1/2,0/0,0/1
2009 Rome SF,W vsFederer,36% (5/14),100% (5/5),1/3,50% (7/14),57% (4/7),4/4,1/1,0/0,0/0,0/0
2009 Rome QF,W vsdel Potro,44% (4/9),75% (3/4),1/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2009 Monte Carlo F,L vsNadal,50% (6/12),83% (5/6),2/6,67% (8/12),13% (1/8),3/5,1/1,0/1,0/0,0/0
2009 Monte Carlo SF,W vsWawrinka,54% (7/13),71% (5/7),1/2,23% (3/13),33% (1/3),4/4,1/1,0/0,0/0,0/0
2009 Miami F,L vsMurray,30% (3/10),67% (2/3),1/5,70% (7/10),29% (2/7),2/2,0/1,1/1,0/0,0/0
2009 Miami SF,W vsFederer,46% (6/13),100% (6/6),2/4,38% (5/13),20% (1/5),4/5,1/1,1/1,1/1,0/0
2009 Davis Cup RR,L vsFerrer,40% (6/15),67% (4/6),1/6,67% (10/15),30% (3/10),2/4,0/0,0/1,0/0,0/0
2009 Davis Cup RR,L vsNadal,15% (2/13),50% (1/2),1/5,57% (8/14),25% (2/8),1/1,0/0,0/1,0/0,0/1
2009 Dubai F,W vsFerrer,50% (5/10),100% (5/5),2/3,36% (4/11),25% (1/4),2/4,1/2,0/0,1/1,0/0
2008 Masters Cup F,W vsDavydenko,67% (6/9),67% (4/6),1/1,20% (2/10),50% (1/2),4/4,2/3,0/0,1/2,0/0
2008 Masters Cup SF,W vsSimon,47% (7/15),43% (3/7),1/2,19% (3/16),33% (1/3),3/3,2/3,1/1,1/2,0/0
2008 US Open SF,L vsFederer,10% (2/21),100% (2/2),0/5,40% (8/20),38% (3/8),1/1,0/0,1/1,0/0,0/0
2008 Beijing Olympics BR,W vsBlake,30% (3/10),33% (1/3),0/0,9% (1/11),100% (1/1),1/1,1/1,2/2,0/0,0/0
2008 Beijing Olympics SF,L vsNadal,23% (3/13),100% (3/3),1/2,29% (4/14),25% (1/4),3/3,1/1,1/2,0/0,0/1
2008 Beijing Olympics QF,W vsMonfils,38% (5/13),80% (4/5),1/2,43% (6/14),67% (4/6),3/4,2/2,1/1,1/1,0/0
2008 Cincinnati F,L vsMurray,17% (2/12),100% (2/2),1/2,33% (4/12),50% (2/4),1/2,0/0,2/2,0/0,2/2
2008 Cincinnati SF,W vsNadal,33% (3/9),100% (3/3),0/0,10% (1/10),100% (1/1),3/3,2/2,1/1,1/1,0/0
2008 Canada QF,L vsMurray,45% (5/11),40% (2/5),1/3,50% (5/10),40% (2/5),2/2,0/0,1/1,0/0,0/0
2008 Wimbledon R64,L vsSafin,7% (1/15),100% (1/1),1/3,40% (6/15),33% (2/6),0/1,0/0,1/2,0/0,0/1
2008 Queen's Club F,L vsNadal,33% (4/12),75% (3/4),1/3,50% (6/12),33% (2/6),2/3,0/1,0/1,0/0,0/1
2008 Roland Garros SF,L vsNadal,33% (5/15),40% (2/5),1/5,47% (7/15),29% (2/7),2/2,0/0,3/3,0/0,1/1
2008 Hamburg SF,L vsNadal,64% (9/14),44% (4/9),1/5,43% (6/14),17% (1/6),2/3,0/0,0/0,0/0,0/0
2008 Rome F,W vsWawrinka,29% (4/14),75% (3/4),0/1,14% (2/14),50% (1/2),2/2,1/1,1/1,0/0,0/0
2008 Monte Carlo R16,W vsMurray,75% (6/8),83% (5/6),1/1,38% (3/8),67% (2/3),3/3,0/0,0/0,0/0,0/0
2008 Indian Wells F,W vsFish,36% (5/14),100% (5/5),1/3,27% (4/15),25% (1/4),3/4,1/1,0/0,1/1,0/0
2008 Indian Wells SF,W vsNadal,50% (4/8),100% (4/4),1/1,22% (2/9),50% (1/2),4/4,2/2,0/0,1/1,0/0
2008 Dubai QF,W vsAndreev,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,0/0,0/0
2008 Australian Open F,W vsTsonga,19% (4/21),100% (4/4),0/1,20% (4/20),50% (2/4),2/3,1/1,0/1,0/0,0/0
2008 Australian Open R128,W vsBecker,54% (7/13),86% (6/7),0/1,15% (2/13),50% (1/2),4/4,0/0,0/0,0/0,0/0
2007 Masters Cup RR,L vsNadal,20% (2/10),50% (1/2),1/3,50% (5/10),40% (2/5),1/1,0/0,2/2,0/0,1/1
2007 Masters Cup RR,L vsGasquet,22% (2/9),100% (2/2),2/5,67% (6/9),17% (1/6),1/2,0/0,1/1,0/0,0/0
2007 Madrid SF,L vsNalbandian,18% (2/11),0% (0/2),0/1,27% (3/11),67% (2/3),0/0,0/0,1/1,0/0,0/0
2007 Vienna F,W vsWawrinka,50% (4/8),100% (4/4),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2007 US Open F,L vsFederer,24% (4/17),50% (2/4),0/1,24% (4/17),25% (1/4),1/2,0/1,1/2,0/0,0/1
2007 US Open SF,W vsFerrer,53% (8/15),75% (6/8),0/2,21% (3/14),33% (1/3),5/5,2/2,0/0,0/0,0/0
2007 Canada F,W vsFederer,19% (3/16),100% (3/3),1/4,38% (6/16),17% (1/6),2/2,0/0,2/3,0/0,2/2
2007 Canada SF,W vsNadal,30% (3/10),67% (2/3),0/0,27% (3/11),100% (3/3),1/1,1/1,0/0,1/1,0/0
2007 Roland Garros SF,L vsNadal,27% (4/15),50% (2/4),1/6,53% (8/15),25% (2/8),1/2,0/0,3/3,0/0,1/1
2007 Rome QF,L vsNadal,13% (1/8),0% (0/1),0/3,67% (6/9),33% (2/6),0/0,0/0,0/1,0/0,0/1
2007 Miami F,W vsCanas,38% (5/13),80% (4/5),0/0,21% (3/14),100% (3/3),4/4,3/3,0/0,1/1,0/0
2007 Miami SF,W vsMurray,83% (5/6),100% (5/5),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2007 Miami QF,W vsNadal,44% (4/9),75% (3/4),1/1,30% (3/10),67% (2/3),2/3,2/2,0/0,1/1,0/0
2007 Indian Wells F,L vsNadal,10% (1/10),0% (0/1),0/3,30% (3/10),0% (0/3),0/0,0/0,1/1,0/0,0/0
2007 Indian Wells SF,W vsMurray,56% (5/9),100% (5/5),0/1,25% (2/8),50% (1/2),3/4,1/1,0/0,0/0,0/0
2007 Dubai QF,L vsFederer,19% (3/16),67% (2/3),0/4,36% (5/14),20% (1/5),2/2,0/0,0/0,0/0,0/0
2007 Australian Open R16,L vsFederer,13% (2/15),50% (1/2),0/3,43% (6/14),17% (1/6),1/1,0/0,2/4,0/0,1/1
2007 Australian Open R128,W vsMassu,80% (8/10),100% (8/8),0/0,10% (1/10),100% (1/1),6/6,1/1,0/0,0/0,0/0
2006 Madrid R16,W vsMurray,29% (4/14),75% (3/4),1/3,29% (4/14),25% (1/4),2/2,1/1,0/0,1/1,0/0
2006 Metz F,W vsMelzer,46% (6/13),67% (4/6),1/2,36% (5/14),60% (3/5),4/4,2/2,1/1,1/1,0/0
2006 Davis Cup RR,L vsFederer,23% (3/13),33% (1/3),1/5,69% (9/13),33% (3/9),1/1,0/0,2/3,0/0,0/1
2006 Monte Carlo R64,L vsFederer,15% (2/13),100% (2/2),0/2,46% (6/13),50% (3/6),2/2,1/1,1/2,0/0,1/1
2006 Miami R64,L vsCoria,22% (2/9),100% (2/2),1/5,80% (8/10),25% (2/8),1/2,0/0,0/1,0/0,0/1
2005 US Open R128,W vsMonfils,8% (2/26),100% (2/2),0/3,35% (9/26),56% (5/9),1/1,1/1,2/3,1/1,1/1
2005 Australian Open R128,L vsSafin,10% (1/10),100% (1/1),1/8,91% (10/11),10% (1/10),0/1,0/0,0/1,0/0,0/1
