Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Miami Masters F,L vsMensik,39,20,2.0,25.7%,13.2%,32,19,1.7,24.8%,14.7%,9.3%,5.4%,2.0,32.9%,16.4%
2025 Miami Masters SF,W vsDimitrov,9,4,2.3,10.2%,4.5%,4,3,1.3,5.3%,3.9%,5.3%,0.0%,0.6,15.9%,28.4%
2025 Miami Masters QF,W vsKorda,20,7,2.9,17.4%,6.1%,9,7,1.3,9.3%,7.2%,7.2%,2.1%,1.4,16.5%,12.2%
2025 Miami Masters R16,W vsMusetti,17,15,1.1,16.7%,14.7%,16,14,1.1,16.7%,14.6%,10.4%,6.3%,0.6,9.8%,16.7%
2025 Miami Masters R64,W vsHijikata,30,14,2.1,26.8%,12.5%,21,13,1.6,21.2%,13.1%,8.1%,5.1%,1.2,23.2%,19.6%
2025 Indian Wells Masters R64,L vsVan De Zandschulp,17,35,0.5,11.0%,22.6%,17,32,0.5,11.8%,22.2%,9.0%,2.1%,1.0,16.1%,15.5%
2025 Doha R32,L vsBerrettini,27,14,1.9,21.1%,10.9%,18,13,1.4,17.3%,12.5%,8.7%,2.9%,3.2,37.5%,11.7%
2025 Australian Open SF,L vsZverev,21,18,1.2,22.8%,19.6%,16,18,0.9,20.5%,23.1%,5.1%,2.6%,1.9,31.5%,16.3%
2025 Australian Open QF,W vsAlcaraz,28,30,0.9,10.7%,11.5%,23,27,0.9,9.7%,11.3%,5.5%,4.2%,1.1,18.8%,17.6%
2025 Australian Open R16,W vsLehecka,25,16,1.6,12.6%,8.1%,16,13,1.2,9.4%,7.6%,7.6%,1.8%,1.0,18.7%,18.2%
2025 Australian Open R32,W vsMachac,26,19,1.4,15.7%,11.4%,17,15,1.1,11.8%,10.4%,7.6%,4.2%,0.8,14.5%,17.5%
2025 Australian Open R128,W vsBasavareddy,49,32,1.5,20.9%,13.6%,26,28,0.9,13.3%,14.3%,8.7%,4.6%,0.9,13.2%,14.5%
2025 Brisbane QF,L vsOpelka,29,15,1.9,21.2%,10.9%,21,14,1.5,18.9%,12.6%,4.5%,1.8%,1.8,39.4%,21.9%
2025 Brisbane R16,W vsMonfils,23,15,1.5,23.0%,15.0%,18,14,1.3,20.9%,16.3%,4.7%,5.8%,0.8,22.0%,27.0%
2025 Brisbane R32,W vsHijikata,26,9,2.9,25.7%,8.9%,14,9,1.6,17.3%,11.1%,7.4%,9.9%,1.2,14.9%,12.9%
2024 Shanghai Masters F,L vsSinner,33,18,1.8,26.4%,14.4%,29,18,1.6,25.7%,15.9%,7.1%,2.7%,1.9,26.4%,13.6%
2024 Shanghai Masters SF,W vsFritz,26,14,1.9,16.8%,9.0%,19,14,1.4,13.9%,10.2%,5.8%,8.0%,1.0,13.5%,14.2%
2024 Shanghai Masters QF,W vsMensik,25,25,1.0,13.1%,13.1%,19,24,0.8,11.9%,15.0%,8.1%,2.5%,0.9,19.4%,22.5%
2024 Shanghai Masters R16,W vsSafiullin,34,11,3.1,36.2%,11.7%,29,10,2.9,34.5%,11.9%,13.1%,6.0%,1.4,24.5%,17.0%
2024 Shanghai Masters R32,W vsCobolli,27,15,1.8,28.4%,15.8%,24,13,1.8,27.9%,15.1%,16.3%,7.0%,0.6,15.8%,26.3%
2024 US Open R32,L vsPopyrin,40,49,0.8,15.6%,19.1%,24,35,0.7,11.7%,17.0%,5.3%,5.8%,1.0,19.5%,19.5%
2024 US Open R64,W vsDjere,18,26,0.7,11.1%,16.0%,15,18,0.8,10.8%,12.9%,5.8%,3.6%,0.8,18.5%,24.7%
2024 US Open R128,W vsAlbot,23,40,0.6,13.1%,22.7%,15,30,0.5,9.8%,19.6%,6.5%,3.3%,0.3,8.5%,25.6%
2024 Paris Olympics F,W vsAlcaraz,25,18,1.4,13.1%,9.4%,24,16,1.5,12.9%,8.6%,11.8%,0.5%,1.5,21.5%,14.7%
2024 Paris Olympics SF,W vsMusetti,18,17,1.1,15.0%,14.2%,15,16,0.9,13.2%,14.0%,4.4%,8.8%,0.5,9.2%,18.3%
2024 Paris Olympics QF,W vsTsitsipas,28,21,1.3,18.8%,14.1%,22,20,1.1,16.2%,14.7%,8.1%,8.1%,0.9,14.1%,16.1%
2024 Paris Olympics R16,W vsKoepfer,23,11,2.1,20.0%,9.6%,18,11,1.6,17.8%,10.9%,8.9%,8.9%,1.0,20.0%,20.0%
2024 Paris Olympics R32,W vsNadal,23,16,1.4,21.7%,15.1%,18,15,1.2,18.6%,15.5%,7.2%,11.3%,0.5,11.3%,20.8%
2024 Paris Olympics R64,W vsEbden,23,7,3.3,31.5%,9.6%,19,7,2.7,29.7%,10.9%,15.6%,14.1%,0.5,9.6%,20.5%
2024 Wimbledon F,L vsAlcaraz,26,25,1.0,13.3%,12.8%,18,21,0.9,10.4%,12.1%,8.1%,2.3%,1.8,21.4%,12.2%
2024 Wimbledon SF,W vsMusetti,34,31,1.1,15.9%,14.5%,28,27,1.0,13.9%,13.4%,7.0%,6.5%,1.5,15.9%,10.3%
2024 Wimbledon R16,W vsRune,21,22,1.0,13.1%,13.8%,16,20,0.8,11.0%,13.7%,8.2%,2.7%,0.5,9.4%,18.1%
2024 Wimbledon R32,W vsPopyrin,53,18,2.9,21.5%,7.3%,34,15,2.3,16.9%,7.5%,11.4%,5.0%,1.7,21.1%,12.6%
2024 Wimbledon R64,W vsFearnley,34,27,1.3,13.9%,11.0%,20,24,0.8,9.5%,11.4%,7.1%,2.4%,0.9,17.1%,20.0%
2024 Wimbledon R128,W vsKopriva,32,16,2.0,20.8%,10.4%,22,14,1.6,16.5%,10.5%,9.8%,6.0%,0.8,16.2%,19.5%
2024 Roland Garros R16,W vsCerundolo,51,43,1.2,15.5%,13.1%,45,41,1.1,14.2%,13.0%,9.5%,4.7%,1.7,21.6%,12.5%
2024 Roland Garros R32,W vsMusetti,45,51,0.9,15.8%,18.0%,40,49,0.8,14.6%,17.9%,8.8%,5.8%,1.3,19.0%,14.4%
2024 Roland Garros R64,W vsCarballes Baena,42,14,3.0,27.8%,9.3%,37,13,2.8,26.4%,9.3%,15.7%,10.7%,1.1,12.6%,11.9%
2024 Roland Garros R128,W vsHerbert,29,15,1.9,15.8%,8.2%,25,13,1.9,15.2%,7.9%,10.4%,4.9%,1.3,19.6%,15.2%
2024 Geneva QF,W vsGriekspoor,7,7,1.0,6.5%,6.5%,3,6,0.5,3.2%,6.4%,0.0%,3.2%,0.8,22.2%,27.8%
2024 Rome Masters R32,L vsTabilo,15,16,0.9,16.0%,17.0%,7,11,0.6,9.1%,14.3%,2.6%,6.5%,2.8,23.4%,8.5%
2024 Rome Masters R64,W vsMoutet,21,13,1.6,20.8%,12.9%,20,13,1.5,20.0%,13.0%,12.0%,8.0%,0.7,12.9%,19.8%
2024 Monte Carlo Masters SF,L vsRuud,30,27,1.1,19.1%,17.2%,27,25,1.1,18.8%,17.4%,8.3%,10.4%,1.2,14.6%,12.1%
2024 Monte Carlo Masters QF,W vsDe Minaur,13,24,0.5,9.6%,17.8%,11,23,0.5,8.8%,18.4%,3.2%,5.6%,0.6,13.3%,23.0%
2024 Monte Carlo Masters R16,W vsMusetti,19,24,0.8,14.7%,18.6%,16,22,0.7,13.1%,18.0%,7.4%,4.9%,0.6,14.0%,21.7%
2024 Monte Carlo Masters R32,W vsSafiullin,16,6,2.7,16.8%,6.3%,15,6,2.5,16.5%,6.6%,8.8%,7.7%,0.7,14.7%,22.1%
2024 Indian Wells Masters R32,L vsNardi,18,25,0.7,9.7%,13.5%,14,24,0.6,8.4%,14.4%,6.0%,2.4%,1.1,19.5%,17.8%
2024 Indian Wells Masters R64,W vsVukic,25,21,1.2,14.2%,11.9%,13,16,0.8,8.8%,10.8%,6.8%,2.0%,1.0,15.3%,15.3%
2024 Australian Open SF,L vsSinner,33,54,0.6,14.6%,23.9%,26,50,0.5,12.7%,24.4%,6.8%,2.4%,1.2,15.0%,12.8%
2024 Australian Open QF,W vsFritz,50,29,1.7,18.6%,10.8%,29,26,1.1,12.8%,11.5%,4.9%,7.1%,1.4,23.0%,16.7%
2024 Australian Open R16,W vsMannarino,28,10,2.8,22.0%,7.9%,11,5,2.2,10.6%,4.8%,3.8%,6.7%,0.4,8.7%,22.0%
2024 Australian Open R64,W vsPopyrin,29,22,1.3,12.6%,9.6%,18,22,0.8,9.1%,11.1%,6.1%,3.0%,1.4,22.6%,16.1%
2024 Australian Open R128,W vsPrizmic,35,48,0.7,14.3%,19.7%,24,47,0.5,11.0%,21.5%,8.7%,1.8%,0.7,11.5%,16.0%
2024 United Cup QF,L vsDe Minaur,19,34,0.6,16.2%,29.1%,14,33,0.4,13.7%,32.4%,5.9%,2.9%,1.6,16.2%,10.3%
